Survived,Pclass,Sex,Age,SibSp,Parch,Fare,TicketGroupSize,FarePerPerson,HasCabin,FamilySize,Embarked_Q,Embarked_S,TicketPrefix_CA,TicketPrefix_NONE,TicketPrefix_PC,TicketPrefix_Rare,TicketPrefix_SOTONOQ,TicketPrefix_STONO,TicketPrefix_WC,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,IsChild
1,3,1,4.0,0,2,22.025,1,22.025,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,1,0,37.0,0,0,50.0,1,50.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,1,24.0,1,0,12.475,2,6.2375,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0,45.0,0,0,26.55,1,26.55,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,40.0,1,1,15.5,2,7.75,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,36.0,0,0,7.8958,1,7.8958,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,1,32.0,0,0,13.0,1,13.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,2,0,19.0,0,0,13.0,1,13.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,1,19.0,1,0,7.8542,1,7.8542,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,2,0,3.0,1,1,26.0,3,8.666666666666666,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,44.0,0,0,82.1708,1,82.1708,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,58.0,0,0,146.5208,2,73.2604,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,24.0,0,0,7.75,1,7.75,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,42.0,0,1,7.925,1,7.925,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,1,24.0,0,0,7.75,1,7.75,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,2,1,24.0,0,0,13.0,1,13.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,3,0,28.0,0,0,9.5,1,9.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,24.0,8,2,69.55,7,9.935714285714285,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,34.0,0,0,6.4958,1,6.4958,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,45.5,0,0,7.225,1,7.225,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,0,18.0,0,0,8.05,1,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,1,2.0,0,1,12.475,2,6.2375,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,3,0,32.0,1,0,15.85,2,7.925,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,0,26.0,0,0,18.7875,2,9.39375,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,1,16.0,0,0,12.475,1,12.475,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1,0,40.0,0,0,31.0,1,31.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0,24.0,0,0,7.05,1,7.05,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,1,35.0,0,0,21.0,1,21.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,3,0,22.0,0,0,7.25,1,7.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,2,0,30.0,0,0,13.0,1,13.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,24.0,1,0,7.75,1,7.75,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,31.0,1,0,113.275,3,37.75833333333333,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,3,1,27.0,0,0,7.925,1,7.925,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,2,0,42.0,1,0,27.0,2,13.5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,32.0,0,0,76.2917,1,76.2917,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,2,0,30.0,0,0,10.5,1,10.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,0,16.0,0,0,8.05,1,8.05,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,2,0,27.0,0,0,13.0,1,13.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,51.0,0,0,8.05,1,8.05,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,24.0,0,0,7.8958,1,7.8958,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,0,38.0,1,0,90.0,2,45.0,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,3,0,22.0,0,0,9.35,1,9.35,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,0,19.0,0,0,10.5,1,10.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,20.5,0,0,7.25,1,7.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,2,0,18.0,0,0,13.0,1,13.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,1,24.0,3,1,25.4667,4,6.366675,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,1,35.0,1,0,83.475,2,41.7375,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3,0,29.0,0,0,7.775,1,7.775,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,2,0,59.0,0,0,13.5,1,13.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,1,5.0,4,2,31.3875,4,7.846875,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,2,0,24.0,0,0,10.5,1,10.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,1,24.0,0,0,7.55,1,7.55,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,2,0,44.0,1,0,26.0,1,26.0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,1,8.0,0,2,26.25,3,8.75,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,2,0,19.0,0,0,10.5,1,10.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,2,0,33.0,0,0,12.275,1,12.275,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,1,24.0,1,0,14.4542,2,7.2271,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,3,1,24.0,1,0,15.5,2,7.75,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,2,0,29.0,0,0,10.5,1,10.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,22.0,0,0,7.125,1,7.125,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,30.0,0,0,7.225,1,7.225,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,44.0,2,0,90.0,2,45.0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,3,1,25.0,0,0,7.775,1,7.775,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,2,1,24.0,0,2,14.5,2,7.25,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0,37.0,1,1,52.5542,2,26.2771,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,2,0,54.0,1,0,13.0,2,6.5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,3,0,24.0,0,0,7.925,1,7.925,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,1,29.0,1,1,10.4625,2,5.23125,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,62.0,0,0,26.55,1,26.55,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,3,0,30.0,1,0,16.1,2,8.05,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,1,41.0,0,2,20.2125,2,10.10625,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,29.0,0,2,15.2458,1,15.2458,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1,37.0,0,0,79.2,1,79.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1,30.0,0,0,82.1708,3,27.390266666666665,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,35.0,0,0,512.3292,3,170.7764,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,2,1,50.0,0,1,26.0,2,13.0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3,0,24.0,0,0,7.75,1,7.75,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,0,3.0,4,2,31.3875,4,7.846875,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,52.0,1,1,79.65,3,26.55,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,0,40.0,0,0,40.125,1,40.125,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,1,24.0,0,0,7.75,1,7.75,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,2,0,36.0,0,0,10.5,1,10.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,16.0,4,1,39.6875,6,6.614583333333333,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,3,0,25.0,1,0,7.775,1,7.775,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,58.0,0,1,153.4625,3,51.15416666666667,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,35.0,0,0,135.6333,3,45.211099999999995,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,0,37.0,0,0,40.125,2,20.0625,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,0,25.0,0,0,0.0,4,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,1,41.0,0,1,19.5,2,9.75,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1,0,37.0,0,1,29.7,1,29.7,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,3,1,24.0,0,0,7.75,1,7.75,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,1,63.0,1,0,77.9583,3,25.986099999999997,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,3,1,45.0,0,0,7.75,1,7.75,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,2,0,29.0,0,0,0.0,3,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,7.0,4,1,29.125,5,5.825,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,3,1,35.0,1,1,20.25,2,10.125,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3,0,65.0,0,0,7.75,1,7.75,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,28.0,0,0,7.8542,1,7.8542,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,16.0,0,0,9.5,1,9.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,3,0,19.0,0,0,8.05,1,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,37.0,0,0,26.0,1,26.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0,33.0,0,0,8.6625,1,8.6625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,0,30.0,0,0,9.5,1,9.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,22.0,0,0,7.8958,1,7.8958,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,0,42.0,0,0,13.0,1,13.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,1,22.0,0,0,7.75,1,7.75,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,1,26.0,0,0,78.85,2,39.425,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,1,19.0,1,0,91.0792,2,45.5396,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,36.0,0,0,12.875,1,12.875,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,3,1,24.0,0,0,8.85,1,8.85,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,3,0,24.0,0,0,7.8958,1,7.8958,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,37.0,0,0,27.7208,1,27.7208,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,23.5,0,0,7.2292,1,7.2292,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,2.0,1,2,151.55,4,37.8875,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,37.0,0,0,30.5,1,30.5,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,1,50.0,0,1,247.5208,2,123.7604,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,3,1,24.0,0,0,7.75,1,7.75,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,3,0,24.0,2,0,23.25,2,11.625,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,19.0,0,0,0.0,4,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,1,29.0,0,0,23.0,1,23.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,3,0,24.0,0,0,8.05,1,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,0,0.92,1,2,151.55,4,37.8875,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,37.0,0,0,110.8833,4,27.720825,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,1,17.0,1,0,108.9,2,54.45,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,2,0,30.0,1,0,24.0,2,12.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,30.0,0,0,56.9292,2,28.4646,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,24.0,0,0,83.1583,2,41.57915,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,1,18.0,2,2,262.375,2,131.1875,1,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,1,26.0,1,1,26.0,1,26.0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3,0,28.0,0,0,7.8958,1,7.8958,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,2,0,43.0,1,1,26.25,3,8.75,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,1,26.0,0,0,12.475,1,12.475,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,2,1,24.0,1,0,26.0,2,13.0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,2,0,54.0,0,0,14.0,1,14.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,31.0,0,2,164.8667,2,82.43335,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,1,40.0,1,1,134.5,2,67.25,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,3,0,22.0,0,0,7.25,1,7.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,27.0,0,0,7.8958,1,7.8958,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,1,30.0,0,0,12.35,1,12.35,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,2,1,22.0,1,1,29.0,2,14.5,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3,0,24.0,8,2,69.55,7,9.935714285714285,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,36.0,0,0,135.6333,3,45.211099999999995,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,3,0,61.0,0,0,6.2375,1,6.2375,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,1,36.0,0,0,13.0,1,13.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,1,31.0,1,1,12.475,3,4.158333333333333,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1,16.0,0,1,57.9792,2,28.9896,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,3,1,24.0,2,0,23.25,2,11.625,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,1,0,45.5,0,0,28.5,1,28.5,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,0,38.0,0,1,153.4625,3,51.15416666666667,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,3,0,16.0,2,0,18.0,2,9.0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,1,1,37.0,1,0,133.65,2,66.825,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3,0,24.0,0,0,7.8958,1,7.8958,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,29.0,1,0,66.6,2,33.3,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,1,41.0,0,0,82.1708,2,41.0854,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,3,0,45.0,0,0,8.05,1,8.05,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,45.0,0,0,35.5,1,35.5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,0,2.0,1,1,26.0,3,8.666666666666666,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,24.0,3,2,263.0,4,65.75,1,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,2,0,28.0,0,0,13.0,1,13.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,2,0,25.0,0,0,13.0,1,13.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,2,0,36.0,0,0,13.0,1,13.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,1,24.0,0,0,13.0,1,13.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,2,1,40.0,0,0,23.0,1,23.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,3,1,24.0,1,0,16.1,1,16.1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,0,3.0,1,1,7.925,2,3.9625,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,3,0,42.0,0,0,8.6625,1,8.6625,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,23.0,0,0,9.225,1,9.225,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,37.0,0,0,35.0,1,35.0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,3,0,15.0,1,1,7.2292,1,7.2292,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,3,0,25.0,1,0,17.8,2,8.9,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,24.0,0,0,7.225,1,7.225,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,28.0,0,0,9.5,1,9.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,22.0,0,1,55.0,2,27.5,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,2,1,38.0,0,0,13.0,1,13.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,3,1,24.0,0,0,7.8792,1,7.8792,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,3,1,24.0,0,0,7.8792,1,7.8792,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,3,0,40.0,1,4,27.9,6,4.6499999999999995,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,2,0,29.0,1,0,27.7208,1,27.7208,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,1,45.0,0,1,14.4542,2,7.2271,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3,0,35.0,0,0,7.05,1,7.05,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,24.0,1,0,15.5,2,7.75,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,30.0,0,0,7.25,1,7.25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,60.0,1,0,75.25,1,75.25,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,1,24.0,0,0,7.2292,1,7.2292,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,24.0,0,0,7.75,1,7.75,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,1,24.0,0,0,69.3,2,34.65,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,25.0,1,0,55.4417,1,55.4417,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,3,0,18.0,1,0,6.4958,1,6.4958,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
